Coaching,Flag,Event ID,Recorded Date,Severity,Score,Observations,Vehicle,Driver ID
Coached,Not Flagged,9096-673H,21-Apr-15,Category 3,226,Unsafe Braking,6021,40
Not In Queue,Not Flagged,9096-673F,21-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7001,1957
Coached,Not Flagged,9096-673C,21-Apr-15,Category 3,226,Unsafe Braking,6021,40
Not In Queue,Not Flagged,9096-6735,21-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14224,2123
Not In Queue,Not Flagged,9096-672R,21-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9201,1354
Coached,Not Flagged,9096-672N,21-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,14218,252
Coached,Not Flagged,9096-672A,21-Apr-15,Category 3,226,Unsafe Braking,9020,813
Not In Queue,Not Flagged,9096-6710,21-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11029,34
Not In Queue,Not Flagged,9096-66XG,20-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,10005,417
Not In Queue,Not Flagged,9096-66W6,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12011,1157
Not In Queue,Not Flagged,9096-66V6,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7057,1067
Not In Queue,Not Flagged,9096-66SP,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10014,2031
Not In Queue,Not Flagged,9096-66S2,20-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,6105,64
Not In Queue,Not Flagged,9096-66Q0,20-Apr-15,Category 2,195,Incomplete Stop at Light,11029,1848
Not In Queue,Not Flagged,9096-66P6,20-Apr-15,Category 2,195,Incomplete Stop at Light,,2123
Not In Queue,Not Flagged,9096-66NV,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6101,1883
Not In Queue,Not Flagged,9096-66NM,20-Apr-15,Category 2,195,Incomplete Stop at Light,10059,2126
Not In Queue,Not Flagged,9096-66NA,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9978,1811
Not In Queue,Not Flagged,9096-66MQ,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9030,1593
Not In Queue,Not Flagged,9096-66MF,20-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,14202,2123
Not In Queue,Not Flagged,9096-66M7,20-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,10059,2126
Not In Queue,Not Flagged,9096-66KR,20-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,10059,2126
Coached,Flagged,9096-66KB,20-Apr-15,Category 4,275,"Moderate Speeding (<= 10 mph Over Limit), Paperwork",7004,1062
Not In Queue,Not Flagged,9096-66JH,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6020,2204
Not In Queue,Not Flagged,9096-66JF,20-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14216,1369
Coached,Not Flagged,9096-66JB,20-Apr-15,Category 4,275,Unsafe Railroad Crossing,7029,2047
Not In Queue,Not Flagged,9096-66JA,20-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12214,1273
Coached,Not Flagged,9096-66EE,19-Apr-15,Category 3,226,Unsafe Braking,9009,166
Coached,Not Flagged,9096-66DF,18-Apr-15,Category 4,275,"Moderate Speeding (<= 10 mph Over Limit), Not Scanning Road Ahead",10067,27
Not In Queue,Not Flagged,9096-66D7,18-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10018,1879
Not In Queue,Not Flagged,9096-66CN,18-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12027,2047
Coached,Not Flagged,9096-66CM,18-Apr-15,Category 4,275,Excessive Speeding (> 10 mph Over Limit),12027,2047
Not In Queue,Not Flagged,9096-66CE,18-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12027,2047
Coached,Not Flagged,9096-66C7,18-Apr-15,Category 3,226,Unsafe Braking,12027,2047
Not In Queue,Not Flagged,9096-66C6,18-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9027,1494
Not In Queue,Not Flagged,9096-66BK,18-Apr-15,Category 2,195,Incomplete Stop at Light,10035,110
Coached,Flagged,9096-66BH,18-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9971,1062
Not In Queue,Not Flagged,9096-66BC,18-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14019,2137
Coached,Flagged,9096-66B2,18-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9971,1062
Not In Queue,Not Flagged,9096-66AV,18-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9019,904
Coached,Not Flagged,9096-66AF,18-Apr-15,Category 4,275,Excessive Speeding (> 10 mph Over Limit),10065,1269
Not In Queue,Not Flagged,9096-6663,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11203,53
Not In Queue,Not Flagged,9096-664Y,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9203,1965
Not In Queue,Not Flagged,9096-6649,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9216,869
Not In Queue,Not Flagged,9096-6642,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),test bus 1,1834
Coached,Flagged,9096-663Z,17-Apr-15,Category 4,275,Failure to Attempt to Stop at Light,9206,1774
Not In Queue,Not Flagged,9096-663A,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9951,1080
Not In Queue,Not Flagged,9096-6638,17-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12210,1363
Coached,Not Flagged,9096-662M,17-Apr-15,Category 3,226,Unsafe Braking,14217,1206
Not In Queue,Not Flagged,9096-662A,17-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12049,692
Coached,Not Flagged,9096-6627,17-Apr-15,Category 4,275,Unsafe Railroad Crossing,11021,773
Not In Queue,Not Flagged,9096-661Z,17-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9991,1504
Coached,Not Flagged,9096-661P,17-Apr-15,Category 3,244,"Incomplete Stop at Stop Sign, Moderate Speeding (<= 10 mph Over Limit)",251,826
Not In Queue,Not Flagged,9096-660K,17-Apr-15,Category 1,49,"Moderate Speeding (<= 10 mph Over Limit), Non-Performing Camera",11011,169
Not In Queue,Not Flagged,9096-660J,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14212,1693
Not In Queue,Not Flagged,9096-660H,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10055,1231
Not In Queue,Not Flagged,9096-660E,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14223,543
Not In Queue,Not Flagged,9096-65ZM,17-Apr-15,Category 2,195,Incomplete Stop at Light,10061,1335
Not In Queue,Not Flagged,9096-65ZK,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10061,1335
Not In Queue,Not Flagged,9096-65Z5,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7019,2047
Not In Queue,Not Flagged,9096-65Z1,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14002,130
Coached,Not Flagged,9096-65YF,17-Apr-15,Category 4,275,Failure to Attempt to Stop at Light,8105,1625
Not In Queue,Not Flagged,9096-65Y3,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8226,2123
Not In Queue,Not Flagged,9096-65XX,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8225,2123
Not In Queue,Not Flagged,9096-65XW,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14226,1774
Not In Queue,Not Flagged,9096-65XN,17-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,11020,2123
Not In Queue,Not Flagged,9096-65X5,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8220,2123
Coached,Not Flagged,9096-65X3,17-Apr-15,Category 4,275,Excessive Speeding (> 10 mph Over Limit),5069,1548
Not In Queue,Not Flagged,9096-65WV,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5001,1552
Not In Queue,Not Flagged,9096-65W7,17-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5001,1552
Not In Queue,Not Flagged,9096-65QP,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9972,861
Not In Queue,Not Flagged,9096-65Q5,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9026,1050
Coached,Not Flagged,9096-65PY,16-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,11023,517
Not In Queue,Not Flagged,9096-65P1,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10065,1504
Not In Queue,Not Flagged,9096-65NF,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11010,666
Not In Queue,Not Flagged,9096-65N8,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),202,2227
Not In Queue,Not Flagged,9096-65MF,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9019,2223
Not In Queue,Not Flagged,9096-65M9,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9019,2223
Not In Queue,Not Flagged,9096-65KS,16-Apr-15,Category 2,195,Incomplete Stop at Light,4012,102
Not In Queue,Not Flagged,9096-65KN,16-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,6108,655
Not In Queue,Not Flagged,9096-65K5,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9217,177
Not In Queue,Not Flagged,9096-65JB,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),127,1883
Not In Queue,Not Flagged,9096-65JA,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),127,1883
Not In Queue,Flagged,9096-65HR,16-Apr-15,Category 2,195,Incomplete Stop at Light,10069,760
Coached,Not Flagged,9096-65HF,16-Apr-15,Category 3,226,Unsafe Braking,14226,543
Not In Queue,Not Flagged,9096-65H7,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10037,1982
Not In Queue,Not Flagged,9096-65H2,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7084,2123
Not In Queue,Not Flagged,9096-65GZ,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14223,2123
Not In Queue,Not Flagged,9096-65G5,16-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9033,1798
Not In Queue,Not Flagged,9096-65G1,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10034,1514
Coached,Not Flagged,9096-65FJ,16-Apr-15,Category 4,385,"Driver Seatbelt Unfastened (<= 20 mph), Incomplete Stop at Stop Sign",14206,2048
Not In Queue,Not Flagged,9096-65FE,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11015,1441
Not In Queue,Not Flagged,9096-65F5,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14201,2123
Not In Queue,Not Flagged,9096-65ER,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8252,1016
Not In Queue,Not Flagged,9096-65E4,16-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7033,1741
Not In Queue,Not Flagged,9096-65DV,16-Apr-15,Category 2,195,Incomplete Stop at Light,Test bus #2,1728
Not In Queue,Not Flagged,9096-659X,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6002,2252
Not In Queue,Not Flagged,9096-659P,14-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9953,2123
Not In Queue,Not Flagged,9096-657T,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9961,861
Coached,Not Flagged,9096-657A,08-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,8102,2104
Not In Queue,Not Flagged,9096-6575,15-Apr-15,Category 2,195,Incomplete Stop at Light,4012,102
Not In Queue,Not Flagged,9096-656S,15-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,5010,1841
Not In Queue,Not Flagged,9096-656B,10-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9011,93
Not In Queue,Not Flagged,9096-655N,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5010,2123
Not In Queue,Not Flagged,9096-655G,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14219,2205
Not In Queue,Not Flagged,9096-655F,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14219,2205
Not In Queue,Not Flagged,9096-655E,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12219,1807
Coached,Flagged,9096-654X,15-Apr-15,Category 4,275,Excessive Speeding (> 10 mph Over Limit),10010,277
Coached,Not Flagged,9096-654D,15-Apr-15,Category 3,226,Unsafe Braking,12202,1206
Not In Queue,Not Flagged,9096-6547,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14220,374
Not In Queue,Not Flagged,9096-6540,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11011,111
Not In Queue,Not Flagged,9096-653R,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7030,2123
Coached,Not Flagged,9096-6537,14-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,12002,980
Coached,Not Flagged,9096-652T,10-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,12019,979
Coached,Not Flagged,9096-652N,10-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,12019,979
Coached,Not Flagged,9096-652K,15-Apr-15,Category 4,275,Failure to Attempt to Stop at Light,9029,1231
Not In Queue,Not Flagged,9096-652H,15-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,7024,1903
Not In Queue,Not Flagged,9096-6514,15-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,10059,2126
Not In Queue,Not Flagged,9096-6500,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8220,1123
Not In Queue,Not Flagged,9096-64ZV,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8220,1123
Coached,Not Flagged,9096-64ZN,15-Apr-15,Category 3,200,Curb Check/Jumped Curb,143,751
Not In Queue,Not Flagged,9096-64ZD,15-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9958,2049
Not In Queue,Not Flagged,9096-64Z5,15-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11026,2123
Not In Queue,Not Flagged,9096-64Z1,15-Apr-15,Category 2,195,Incomplete Stop at Light,8220,1123
Not In Queue,Not Flagged,9096-64TX,14-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,8220,1804
Not In Queue,Not Flagged,9096-64TF,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7018,2123
Not In Queue,Not Flagged,9096-64T2,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7019,2123
Coached,Not Flagged,9096-64SR,14-Apr-15,Category 4,275,"Excessive Speeding (> 10 mph Over Limit), Yawning",9987,2252
Not In Queue,Not Flagged,9096-64SC,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14209,2153
Not In Queue,Not Flagged,9096-64SA,14-Apr-15,Category 2,195,Incomplete Stop at Light,10053,808
Not In Queue,Not Flagged,9096-64S1,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10059,1269
Coached,Not Flagged,9096-64RA,14-Apr-15,Category 3,226,Not Scanning Road Ahead,7023,1871
Not In Queue,Not Flagged,9096-64R3,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),213,1412
Not In Queue,Not Flagged,9096-64QP,14-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,7004,1234
Not In Queue,Not Flagged,9096-64QN,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11207,1422
Not In Queue,Not Flagged,9096-64QM,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7021,1903
Not In Queue,Not Flagged,9096-64QK,14-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,9970,2159
Not In Queue,Not Flagged,9096-64QJ,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14017,1970
Not In Queue,Not Flagged,9096-64P4,14-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,7041,346
Not In Queue,Not Flagged,9096-64N7,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5062,46
Coached,Not Flagged,9096-64KR,14-Apr-15,Category 4,275,Excessive Speeding (> 10 mph Over Limit),14002,1929
Coached,Not Flagged,9096-64KJ,14-Apr-15,Category 3,226,Unsafe Braking,6021,1127
Coached,Not Flagged,9096-64KH,14-Apr-15,Category 3,226,Unsafe Braking,6021,1127
Not In Queue,Not Flagged,9096-64KG,14-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9203,2123
Coached,Not Flagged,9096-64K6,14-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,9203,1264
Coached,Not Flagged,9096-64JG,14-Apr-15,Category 4,275,Failure to Attempt to Stop at Light,14001,1698
Not In Queue,Not Flagged,9096-64HS,14-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,5011,1871
Coached,Not Flagged,9096-64HC,14-Apr-15,Category 4,275,Failure to Attempt to Stop at Light,9997,202
Coached,Not Flagged,9096-64D1,13-Apr-15,Category 3,226,Unsafe Braking,12214,2262
Not In Queue,Not Flagged,9096-64BR,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9201,1965
Not In Queue,Not Flagged,9096-64B6,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14206,1807
Coached,Not Flagged,9096-64AM,13-Apr-15,Category 3,226,Not Scanning Road Ahead,7030,1048
Not In Queue,Not Flagged,9096-648K,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9970,929
Not In Queue,Not Flagged,9096-648H,13-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,11021,517
Coached,Not Flagged,9096-648A,13-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,6019,1894
Not In Queue,Not Flagged,9096-6488,13-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,7044,2164
Coached,Not Flagged,9096-647W,13-Apr-15,Category 3,226,Unsafe Braking,11227,1489
Not In Queue,Not Flagged,9096-647D,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7086,2201
Not In Queue,Not Flagged,9096-646M,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5010,481
Coached,Not Flagged,9096-645Y,13-Apr-15,Category 4,275,"Moderate Speeding (<= 10 mph Over Limit), Unsafe Following (1.25 - 2 seconds)",14210,1760
Not In Queue,Not Flagged,9096-645G,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5019,1552
Coached,Flagged,9096-645B,13-Apr-15,Category 4,275,Unsafe Railroad Crossing,6021,1577
Coached,Not Flagged,9096-6458,13-Apr-15,Category 3,226,Unsafe Braking,6021,1577
Coached,Flagged,9096-644W,08-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,13051,1071
Not In Queue,Not Flagged,9096-643G,13-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12030,2188
Coached,Not Flagged,9096-6438,13-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,14207,2175
Not In Queue,Not Flagged,9096-642M,13-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,10033,2258
Not In Queue,Not Flagged,9096-641H,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),5010,481
Not In Queue,Not Flagged,9096-6419,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),8215,1308
Not In Queue,Not Flagged,9096-640R,13-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12013,389
Not In Queue,Not Flagged,9096-63Z4,12-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11017,1361
Not In Queue,Not Flagged,9096-63Z0,12-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14019,336
Not In Queue,Not Flagged,9096-63Y4,11-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12042,2252
Not In Queue,Not Flagged,9096-63Y1,11-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9008,1246
Not In Queue,Not Flagged,9096-63XM,11-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9012,1879
Not In Queue,Not Flagged,9096-63WP,11-Apr-15,Category 2,195,Incomplete Stop at Light,test bus 3,1561
Not In Queue,Not Flagged,9096-63W9,11-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9027,1668
Not In Queue,Not Flagged,9096-63W6,11-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11030,1077
Coached,Not Flagged,9096-63W4,11-Apr-15,Category 4,275,Excessive Speeding (> 10 mph Over Limit),test bus 3,1728
Coached,Not Flagged,9096-63TX,11-Apr-15,Category 3,226,Unsafe Braking,10006,1769
Not In Queue,Not Flagged,9096-63TH,11-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12218,2216
Not In Queue,Not Flagged,9096-63RG,10-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,6025,2123
Not In Queue,Not Flagged,9096-63PZ,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),146,324
Not In Queue,Not Flagged,9096-63PT,10-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,12029,223
Not In Queue,Not Flagged,9096-63PE,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10035,238
Coached,Not Flagged,9096-63PC,10-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,7059,1077
Not In Queue,Not Flagged,9096-63NC,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10010,1050
Not In Queue,Not Flagged,9096-63MJ,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11029,2267
Coached,Not Flagged,9096-63ME,10-Apr-15,Category 3,226,Not Scanning Road Ahead,11022,18
Not In Queue,Not Flagged,9096-63M8,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),209,1905
Not In Queue,Not Flagged,9096-63M2,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12213,302
Not In Queue,Not Flagged,9096-63K9,10-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,7022,2049
Not In Queue,Not Flagged,9096-63JV,10-Apr-15,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11207,1369
Not In Queue,Not Flagged,9096-63JT,10-Apr-15,Category 2,195,Incomplete Stop at Stop Sign,7022,2049
Coached,Not Flagged,9096-63GP,10-Apr-15,Category 3,226,Unsafe Lane Change/Merging/Passing,6021,2246
Coached,Not Flagged,9096-63G3,10-Apr-15,Category 4,275,Exceeded Maximum Fleet Speed,9203,2217
